input_name,wiki_name,wiki_description,wiki_url,category,lat,lon
Jardin du Pré Catelan,Jardin du Pré-Catelan,The Pré-Catelan garden is a botanical park in the Bois de Boulogne in Paris which is located in the Pré Catelan area.,https://fr.wikipedia.org/wiki/Jardin_du_Pr%C3%A9-Catelan,Garden,48.86472,2.25306
Tombe d'Edith Piaf,Édith Piaf,"Édith Piaf, stage name of Édith Gassion, born December 19, 1915 in Paris and died October 10, 1963 in Grasse (Alpes-Maritimes), is a French singer, songwriter, composer and actress. Nicknamed “La Môme Piaf” in her early days, she is at the origin of several hits that have become classics of the repertoire, such as La Vie en rose, Non, je ne regrette rien, Hymne à l'amour, Mon légionnaire, La Foule, Milord, Mon Dieu and L'Accordéoniste.",https://fr.wikipedia.org/wiki/%C3%89dith_Piaf,Historic Site,,
Tombe d'Oscar Wilde,Tombe d'Oscar Wilde,"The tomb of Oscar Wilde, entitled Flying Demon Angel, is a funerary monument located in Paris at the Père-Lachaise cemetery (20th arrondissement). It was sculpted from a twenty-ton block, from 1911 to 1914, by Jacob Epstein, a sculptor of American origin. Financed by Helen Carew, an admirer of the Irish writer, this monument is inspired by an Assyrian winged bull, kept in the British Museum. The grave is in Hopton Wood Stone, from Hopton. Since 1950, it has also housed the ashes of Robert Ross, Wilde's lover and executor.",https://fr.wikipedia.org/wiki/Tombe_d%27Oscar_Wilde,Monument / Landmark,48.861889,2.398139
Porte de Bagnolet,Porte de Bagnolet,"The Porte de Bagnolet is a gate in Paris, France.",https://fr.wikipedia.org/wiki/Porte_de_Bagnolet,Historic Site,48.864444,2.409167
Promenade Péreire,Promenade Pereire,"Promenade Pereire, in the center of the boulevard of the same name, is a square in the 17th arrondissement of Paris.",https://fr.wikipedia.org/wiki/Promenade_Pereire,Historic Site,48.882,2.291
Place de la Contrescarpe,Place de la Contrescarpe,The Place de la Contrescarpe (French pronunciation: ) is a square in the 5th arrondissement of Paris.,https://en.wikipedia.org/wiki/Place_de_la_Contrescarpe,Historic Site,,
Square de la Baleine,Square Saint-Éloi,Square Saint-Éloi is a square in the 12th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Square_Saint-%C3%89loi,Historic Site,48.845,2.3875
Temple KAGYU DZONG,Kagyu-Dzong,"The Kagyu-Dzong Center (Tibetan: བཀའ་བརྒྱུད་རྫོང་, Wylie: bka' brgyud rdzong; 噶举中心) is a center of the Karma-Kagyu school of Tibetan Buddhism founded in 1974 by Lama Gyourmé, related to the 17th Karmapa, Orgyen Trinley Dorje. It is housed in a Tibetan and Bhutanese style temple which was inaugurated on January 27, 1985, built near the Bois de Vincennes Pagoda in Paris, headquarters of the International Buddhist Institute founded by Jean Sainteny.",https://fr.wikipedia.org/wiki/Kagyu-Dzong,Temple,48.82877778,2.41427778
Eglise Saint-Charles,Église Saint-Charles,"Église Saint-Charles is a Roman Catholic church in Marseille, France. It is served by the Société des missionnaires de la miséricorde divine.",https://en.wikipedia.org/wiki/%C3%89glise_Saint-Charles,Church,,
Place Franz Liszt,Place Franz-Liszt,Place Franz-Liszt is a public road located in the 10th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_Franz-Liszt,Historic Site,48.878,2.351639
Place de l'Alma,Place de l'Alma,Place de l'Alma is a square in the 8th and 16th arrondissements of Paris.,https://fr.wikipedia.org/wiki/Place_de_l%27Alma,Historic Site,48.864575,2.301555
Place Jacques Froment,Place Jacques-Froment,"Place Jacques-Froment is located in the 18th arrondissement of Paris, France.",https://fr.wikipedia.org/wiki/Place_Jacques-Froment,Historic Site,48.890944,2.331159
Place de l'Odéon,Place de l'Odéon,The Place de l'Odéon (French pronunciation: ; English: Odeon Square) is a semicircular square in the Odéon quarter in the 6th arrondissement of Paris.,https://en.wikipedia.org/wiki/Place_de_l%27Od%C3%A9on,Historic Site,,
Pont de Bir-Hakeim,Pont de Bir-Hakeim,"The Pont de Bir-Hakeim (French: ; English: Bridge of Bir Hakeim), named after the 1942 battle in Libya, until 1948 the Pont de Passy (; Bridge of Passy), is a steel open spandrel deck arch bridge on stone masonry starlings, which crosses the River Seine in Paris. It connects the 15th and 16th arrondissements, passing over the northeast end of the Île aux Cygnes (the Isle of the Swans). The bridge, made of steel, was constructed between 1903 and 1905, in replacement of a footbridge that had been erected in 1878. The bridge has two levels: one for motor vehicles and pedestrians, the other being a rail viaduct (the Viaduc de Passy) built above the first one, through which passes Line 6 of the Paris Métro. The bridge is 237 metres (778 ft) long and 24.7 metres (81 ft) wide. The part crossing the Grand Bras ('great anabranch') of the Seine (west from the island) is slightly longer than the one crossing the Petit Bras ('small anabranch').",https://en.wikipedia.org/wiki/Pont_de_Bir-Hakeim,Bridge,,
Square Martin Nadaud,Rue Sorbier,Rue Sorbier is a street located in the Père-Lachaise district of the 20th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Rue_Sorbier,Historic Site,48.8666839,2.3914693
Porte de Gentilly,Porte de Gentilly,"Porte de Gentilly is a gate in Paris, France, located on the boundary between the Maison-Blanche district in the 13th arrondissement and the Parc-de-Montsouris district in the 14th arrondissement. It overlooks the town of Gentilly.",https://fr.wikipedia.org/wiki/Porte_de_Gentilly,Historic Site,48.8194,2.3444
Place des Ternes,Place des Ternes,"The Place des Ternes (French pronunciation: ) is a square in the 8th and 17th arrondissements of Paris, at the junction of the Avenue de Wagram, the Boulevard de Courcelles, the Rue du Faubourg-Saint-Honoré and the Avenue des Ternes. It has borne its present name since the late 19th century. In the middle of the square is the Paris Métro Line 2 station Ternes. It is located in the centre of one of the most vibrant communities of the city. The Place des Ternes is surrounded by various markets, parks, landmarks and local shops such as the Marché du Poncelet and Parc Monceau.",https://en.wikipedia.org/wiki/Place_des_Ternes,Monument / Landmark,,
Place Saint-Ferdinand,Place Saint-Ferdinand,Place Saint-Ferdinand is a square located in the Ternes district of the 17th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_Saint-Ferdinand,Historic Site,48.877968,2.288101
Jardins du Carrousel,Tuileries Garden,"The Tuileries Garden (French: Jardin des Tuileries, IPA: ) is a public garden between the Louvre and the Place de la Concorde in the 1st arrondissement of Paris, France. Created by Catherine de' Medici as the garden of the Tuileries Palace in 1564, it was opened to the public in 1667 and became a public park after the French Revolution. Since the 19th century, it has been a place for Parisians to celebrate, meet, stroll and relax. During the 2024 Summer Olympics and Paralympics, it was the site of the Olympic and Paralympic cauldron.",https://en.wikipedia.org/wiki/Tuileries_Garden,Garden,,
Église Saint-Joseph-des-Nations,Église Saint-Joseph-des-Nations,The Saint-Joseph-des-Nations church is a Catholic religious building located at 161 rue Saint-Maur in the 11th arrondissement of Paris (France).,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Joseph-des-Nations,Church,48.868972,2.373417
Pont de la Tournelle,Pont de la Tournelle,"The Pont de la Tournelle (French pronunciation: , Tournelle Bridge), is an arch bridge spanning the river Seine in Paris.",https://en.wikipedia.org/wiki/Pont_de_la_Tournelle,Bridge,,
Église Saint-Nicolas-des-Champs,"Saint-Nicolas-des-Champs, Paris","The Church of Saint-Nicolas-des-Champs (French: Église Saint-Nicolas-des-Champs; literally, St Nicholas-in-the-Fields) is a Catholic church in Paris' Third arrondissement. Early parts of the church, including the west front, built 1420–1480, are in the Flamboyant Gothic style, while later portions, including the south portal, mostly built 1576–86, are examples of French Renaissance architecture. It is notable particularly for its Renaissance carved sculpture, decoration and large collection of French Renaissance paintings in the interior.","https://en.wikipedia.org/wiki/Saint-Nicolas-des-Champs,_Paris",Church,,
Jardin des Grands Explorateurs Marco Polo et Cavelier-de-la-Salle,Jardin des Grands-Explorateurs Marco-Polo et Cavelier-de-la-Salle,"The Jardin des Grands-Explorateurs Marco-Polo et Cavelier-de-la-Salle is a green space in the 6th arrondissement of Paris, France.",https://fr.wikipedia.org/wiki/Jardin_des_Grands-Explorateurs_Marco-Polo_et_Cavelier-de-la-Salle,Historic Site,48.842012,2.336823
Jardin Du Carré Baudouin,Jardin Carré-de-Baudouin,The Carré-de-Baudouin garden is a green space in the 20th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Jardin_Carr%C3%A9-de-Baudouin,Garden,48.8699091,2.3934799
Pont Saint-Louis,Pont Saint-Louis,The pont Saint-Louis (French pronunciation: ) is a pedestrian bridge across the River Seine in the 4th arrondissement of Paris. It links the Île de la Cité with the Île Saint-Louis. It is served by the Cité stop of the Paris Metro.,https://en.wikipedia.org/wiki/Pont_Saint-Louis,Bridge,,
L'Espace des Blancs-Manteaux,Blancs-Manteaux,"The term Blancs-Manteaux is, originally, the nickname given in Paris from 1258 to 1277, to the mendicant order of the servants of the Blessed Virgin because of the color of their white coat.",https://fr.wikipedia.org/wiki/Blancs-Manteaux,Historic Site,,
Place de la Bataille de Stalingrad,Place de la Bataille-de-Stalingrad,"The Place de la Bataille-de-Stalingrad is a square in the 19th arrondissement of Paris. It was named after the Battle of Stalingrad (1942–43), one of the major battles of World War II. The square lies at the intersection of the Canal de l'Ourcq and the Canal Saint-Martin.",https://en.wikipedia.org/wiki/Place_de_la_Bataille-de-Stalingrad,Historic Site,,
Place Saint-Georges,Place Saint-Georges,Several towns have a Saint-Georges square:,https://fr.wikipedia.org/wiki/Place_Saint-Georges,Historic Site,,
L'Adresse - Musée de La Poste,Musée de La Poste (Paris),"The La Poste Museum is the La Poste Group's corporate museum dedicated to postal history and French philately. Opened in 1946, it had two sites in Paris. The current museum has been located at 34, boulevard de Vaugirard since 1973. Its collections have the Musée de France label under the supervision of the Ministry of Culture. The museum closed its doors in 2015 for a complete architectural and museum restructuring. Its reopening took place on November 23, 2019.",https://fr.wikipedia.org/wiki/Mus%C3%A9e_de_La_Poste_(Paris),Museum,48.8414574,2.3172246
Paroisse Notre Dame de Grace de Passy,Église Notre-Dame-de-Grâce de Passy,The Notre-Dame-de-Grâce church in Passy is located at 10 rue de l'Annonciation in the 16th arrondissement of Paris. It is a Roman Catholic church. Its bell tower is mentioned in the Ballade à la lune by the poet Alfred de Musset.,https://fr.wikipedia.org/wiki/%C3%89glise_Notre-Dame-de-Gr%C3%A2ce_de_Passy,Church,48.856339,2.279994
Galerie de Paléontologie et d'Anatomie comparée,Gallery of Paleontology and Comparative Anatomy,"The Gallery of Paleontology and Comparative Anatomy (in French, Galerie de Paléontologie et d'Anatomie comparée) is a part of the French National Museum of Natural History (Muséum national d'histoire naturelle, MNHN). It is situated in the Jardin des plantes in Paris near the Gare d'Austerlitz.",https://en.wikipedia.org/wiki/Gallery_of_Paleontology_and_Comparative_Anatomy,Museum,,
Passage d'Enfer,Passage d'Enfer,Passage d'Enfer is a road in the 14th arrondissement of Paris located between Boulevard Raspail and Rue Campagne-Première.,https://fr.wikipedia.org/wiki/Passage_d%27Enfer,Historic Site,48.83876,2.331759
Place des Grandes Rigoles,Place Henri-Malberg,Place Henri-Malberg (formerly Place des Grandes-Rigoles) is a street located in the Belleville district of the 20th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_Henri-Malberg,Historic Site,48.8736229,2.389905
Notre Dame de Bon Conseil,Notre-Dame-du-Bon-Conseil,Notre-Dame-du-Bon-Conseil (Bon-Conseil for short; French: Our Lady of Good Counsel) may refer to:,https://en.wikipedia.org/wiki/Notre-Dame-du-Bon-Conseil,Historic Site,,
La Maison Verte,Maison verte,,https://fr.wikipedia.org/wiki/Maison_verte,Historic Site,,
Place Maubert,Maubert–Mutualité station,"Maubert–Mutualité (French pronunciation: ) is a station on Line 10 of the Paris Métro. Located in the 5th arrondissement, it is situated at the heart of the Latin Quarter on the Rive Gauche.",https://en.wikipedia.org/wiki/Maubert%E2%80%93Mutualit%C3%A9_station,Historic Site,,
Moitie,Mana (Japanese musician),"Mana (Japanese: 魔名) is a Japanese musician, songwriter, record producer, and fashion designer, best known as guitarist of the visual kei rock band Malice Mizer from their formation in 1992 until their indefinite hiatus in 2001. A year later, Mana formed the gothic metal band Moi dix Mois as his solo project.",https://en.wikipedia.org/wiki/Mana_(Japanese_musician),Historic Site,,
Église Notre-Dame-d'Auteuil,Notre-Dame d'Auteuil,Notre-Dame d'Auteuil (French pronunciation: ) is a Roman Catholic parish church on the Auteuil hill in the 16th arrondissement of Paris.,https://en.wikipedia.org/wiki/Notre-Dame_d%27Auteuil,Church,,
Porte d'Orléans,Porte d'Orléans,"The Porte d'Orléans is one of 17 portes (city gates of Paris) in the Thiers wall, a defensive wall constructed in the mid-nineteenth century to protect Paris. The wall was demolished after the First World War, creating an open space that was subsequently built up. The Porte d'Orléans is now one of the main gateways to the capital, and is located in the 14th arrondissement of Paris.",https://en.wikipedia.org/wiki/Porte_d%27Orl%C3%A9ans,Historic Site,,
